248	247	11	208	66	91	31	6	69	20	51	224	10	33	34	257	258	263	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
248	247	11	208	66	91	31	6	69	20	51	224	10	33	34	257	258	263	264	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
248	247	11	208	164	271	1	231	40	116	21	16	62	22	18	76	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
249	248	247	11	208	66	91	31	6	69	20	51	224	10	33	34	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
250	248	247	11	208	66	91	31	6	69	20	51	224	10	33	34	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
250	248	247	11	208	164	271	1	231	40	116	21	16	62	22	167	258	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
250	251	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
252	247	11	208	66	91	31	6	69	20	51	224	10	33	34	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
252	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
252	255	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
254	255	256	141	148	187	10	33	34	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
