4	8	8	8	5	4	7	4	2	6	6	11	9	16	28	11	34	7	5	6	10	8	12	13	3	8	2	4	4	28	18	9	13	9	9	23	5	6	0	65	30	11	18	35	20	18	16	4	0	1	7
4	7	8	11	9	2	10	7	7	7	4	4	8	16	25	17	36	8	11	10	6	8	11	13	72	62	7	45	13	37	30	6	44	31	0	41	7	4	3	0	0	40	46	70	138	81	666	49	16	12	36
13	11	12	8	7	5	5	4	6	7	8	10	12	17	27	24	31	6	5	6	8	7	10	12	122	39	21	46	17	152	103	18	56	81	135	53	4	6	6	61	0	0	39	60	50	154	0	16	22	9	14
12	10	8	5	5	4	7	10	8	7	8	11	14	19	28	24	34	7	5	6	8	8	10	13	46	28	32	52	0	422	136	0	107	19	32	39	3	1	3	231	113	0	0	182	266	37	529	25	35	15	23
11	8	6	4	6	7	8	7	7	4	4	13	11	17	29	24	40	7	11	9	6	4	11	13	35	22	11	54	0	207	30	20	32	0	25	30	8	9	5	179	58	102	0	177	0	88	491	36	22	9	16
8	7	7	7	8	9	2	10	8	7	10	8	10	17	27	20	36	9	8	10	6	7	8	13	72	46	25	27	21	307	0	21	33	0	53	127	4	4	6	223	303	0	193	0	120	0	168	40	32	16	21
2	5	5	4	5	2	7	6	7	8	4	8	7	16	28	18	37	10	10	8	6	8	9	13	21	40	30	7	24	392	53	31	39	65	31	18	5	4	2	129	212	172	195	84	0	18	145	36	16	9	21
0	0	0	0	0	0	0	2	3	5	9	11	14	18	27	11	31	6	5	6	8	7	9	12	5	7	0	2	6	40	20	2	4	0	16	0	6	5	6	23	28	28	39	11	18	0	81	9	11	5	7
0	0	0	0	0	0	0	14	12	16	22	27	27	36	59	23	72	14	14	12	20	16	25	27	7	26	0	21	12	191	42	12	26	5	42	0	11	8	7	26	57	124	102	128	120	0	0	11	16	11	9
0	0	0	0	0	0	0	14	14	16	18	29	22	35	60	38	75	14	14	9	9	11	16	18	8	16	2	9	15	74	30	15	19	7	12	12	8	8	12	47	44	75	61	46	77	25	36	0	12	11	7
0	0	0	0	0	0	0	11	12	12	16	22	27	36	57	20	68	14	12	7	7	12	16	18	0	12	7	12	14	89	40	12	21	12	11	1	4	9	15	58	47	74	68	63	71	28	53	15	0	12	7
0	0	0	0	0	0	0	7	7	14	12	20	18	33	55	28	68	14	14	3	7	11	14	22	7	9	7	15	12	81	36	12	5	7	7	12	8	11	11	54	44	50	46	63	50	18	39	16	16	0	7
0	0	0	0	0	0	0	9	9	7	9	9	14	26	22	25	60	12	11	9	11	11	14	18	21	22	19	16	11	92	50	11	23	15	37	33	4	5	8	71	40	30	37	77	40	25	39	39	43	14	0
